,ownerincome,housholdincome,ownerid,houseid,
73,373191,945761,615,797,"insert into income (ownerid, houseid, familyincome, householdincome) values (615,797,373191,945761);"
74,358858,787513,920,2388,"insert into income (ownerid, houseid, familyincome, householdincome) values (920,2388,358858,787513);"
75,492486,709223,317,2088,"insert into income (ownerid, houseid, familyincome, householdincome) values (317,2088,492486,709223);"
76,674079,576564,724,2221,"insert into income (ownerid, houseid, familyincome, householdincome) values (724,2221,674079,576564);"
77,553678,642689,756,1154,"insert into income (ownerid, houseid, familyincome, householdincome) values (756,1154,553678,642689);"
78,945122,931267,839,704,"insert into income (ownerid, houseid, familyincome, householdincome) values (839,704,945122,931267);"
79,463440,1016504,294,2079,"insert into income (ownerid, houseid, familyincome, householdincome) values (294,2079,463440,1016504);"
80,300131,756430,341,1814,"insert into income (ownerid, houseid, familyincome, householdincome) values (341,1814,300131,756430);"
81,413886,583765,157,2246,"insert into income (ownerid, houseid, familyincome, householdincome) values (157,2246,413886,583765);"
82,484924,1062427,82,2449,"insert into income (ownerid, houseid, familyincome, householdincome) values (82,2449,484924,1062427);"
83,759947,888021,227,1795,"insert into income (ownerid, houseid, familyincome, householdincome) values (227,1795,759947,888021);"
84,829733,622748,150,1972,"insert into income (ownerid, houseid, familyincome, householdincome) values (150,1972,829733,622748);"
85,881175,979753,433,1554,"insert into income (ownerid, houseid, familyincome, householdincome) values (433,1554,881175,979753);"
86,859861,600614,897,2270,"insert into income (ownerid, houseid, familyincome, householdincome) values (897,2270,859861,600614);"
87,526586,1125628,753,2403,"insert into income (ownerid, houseid, familyincome, householdincome) values (753,2403,526586,1125628);"
88,585341,595721,253,2388,"insert into income (ownerid, houseid, familyincome, householdincome) values (253,2388,585341,595721);"
89,997367,1104856,912,170,"insert into income (ownerid, houseid, familyincome, householdincome) values (912,170,997367,1104856);"
90,374590,891737,765,2042,"insert into income (ownerid, houseid, familyincome, householdincome) values (765,2042,374590,891737);"
91,418097,1166249,452,327,"insert into income (ownerid, houseid, familyincome, householdincome) values (452,327,418097,1166249);"
92,911760,569189,529,364,"insert into income (ownerid, houseid, familyincome, householdincome) values (529,364,911760,569189);"
93,928891,837769,50,1674,"insert into income (ownerid, houseid, familyincome, householdincome) values (50,1674,928891,837769);"
94,464349,819371,969,1492,"insert into income (ownerid, houseid, familyincome, householdincome) values (969,1492,464349,819371);"
95,323035,941204,395,898,"insert into income (ownerid, houseid, familyincome, householdincome) values (395,898,323035,941204);"
96,727123,1168924,871,1279,"insert into income (ownerid, houseid, familyincome, householdincome) values (871,1279,727123,1168924);"
97,949747,1101742,927,363,"insert into income (ownerid, houseid, familyincome, householdincome) values (927,363,949747,1101742);"
98,492564,1144427,482,855,"insert into income (ownerid, houseid, familyincome, householdincome) values (482,855,492564,1144427);"
99,597603,557776,768,60,"insert into income (ownerid, houseid, familyincome, householdincome) values (768,60,597603,557776);"
100,656715,784715,29,85,"insert into income (ownerid, houseid, familyincome, householdincome) values (29,85,656715,784715);"
101,628464,1144611,478,713,"insert into income (ownerid, houseid, familyincome, householdincome) values (478,713,628464,1144611);"
102,405267,564104,649,2003,"insert into income (ownerid, houseid, familyincome, householdincome) values (649,2003,405267,564104);"
103,804410,1155364,630,2091,"insert into income (ownerid, houseid, familyincome, householdincome) values (630,2091,804410,1155364);"
104,804073,779974,897,1923,"insert into income (ownerid, houseid, familyincome, householdincome) values (897,1923,804073,779974);"
105,404336,644936,709,1767,"insert into income (ownerid, houseid, familyincome, householdincome) values (709,1767,404336,644936);"
106,691677,674849,924,2131,"insert into income (ownerid, houseid, familyincome, householdincome) values (924,2131,691677,674849);"
107,478644,821064,198,1369,"insert into income (ownerid, houseid, familyincome, householdincome) values (198,1369,478644,821064);"
108,871927,659840,298,1523,"insert into income (ownerid, houseid, familyincome, householdincome) values (298,1523,871927,659840);"
109,426727,1134165,702,371,"insert into income (ownerid, houseid, familyincome, householdincome) values (702,371,426727,1134165);"
110,465890,852631,962,1533,"insert into income (ownerid, houseid, familyincome, householdincome) values (962,1533,465890,852631);"
111,497314,1029449,641,1932,"insert into income (ownerid, houseid, familyincome, householdincome) values (641,1932,497314,1029449);"
112,805700,642947,786,1483,"insert into income (ownerid, houseid, familyincome, householdincome) values (786,1483,805700,642947);"
113,602386,697727,837,849,"insert into income (ownerid, houseid, familyincome, householdincome) values (837,849,602386,697727);"
114,675112,1041302,967,356,"insert into income (ownerid, houseid, familyincome, householdincome) values (967,356,675112,1041302);"
115,989090,558299,730,1482,"insert into income (ownerid, houseid, familyincome, householdincome) values (730,1482,989090,558299);"
116,900870,642290,902,599,"insert into income (ownerid, houseid, familyincome, householdincome) values (902,599,900870,642290);"
117,948803,625907,152,5,"insert into income (ownerid, houseid, familyincome, householdincome) values (152,5,948803,625907);"
118,498430,740996,470,2067,"insert into income (ownerid, houseid, familyincome, householdincome) values (470,2067,498430,740996);"
119,758313,617774,362,56,"insert into income (ownerid, houseid, familyincome, householdincome) values (362,56,758313,617774);"
120,834501,675684,503,1075,"insert into income (ownerid, houseid, familyincome, householdincome) values (503,1075,834501,675684);"
121,763747,789423,141,107,"insert into income (ownerid, houseid, familyincome, householdincome) values (141,107,763747,789423);"
122,573879,529467,745,2260,"insert into income (ownerid, houseid, familyincome, householdincome) values (745,2260,573879,529467);"
123,563632,1079136,979,1488,"insert into income (ownerid, houseid, familyincome, householdincome) values (979,1488,563632,1079136);"
124,783464,769819,415,2329,"insert into income (ownerid, houseid, familyincome, householdincome) values (415,2329,783464,769819);"
125,858011,738724,442,169,"insert into income (ownerid, houseid, familyincome, householdincome) values (442,169,858011,738724);"
126,463827,892659,941,1459,"insert into income (ownerid, houseid, familyincome, householdincome) values (941,1459,463827,892659);"
127,630711,906338,36,978,"insert into income (ownerid, houseid, familyincome, householdincome) values (36,978,630711,906338);"
128,592485,799708,247,1652,"insert into income (ownerid, houseid, familyincome, householdincome) values (247,1652,592485,799708);"
129,913129,1162629,402,355,"insert into income (ownerid, houseid, familyincome, householdincome) values (402,355,913129,1162629);"
130,396029,662618,793,634,"insert into income (ownerid, houseid, familyincome, householdincome) values (793,634,396029,662618);"
131,594963,959029,656,1288,"insert into income (ownerid, houseid, familyincome, householdincome) values (656,1288,594963,959029);"
132,723562,1022180,133,1452,"insert into income (ownerid, houseid, familyincome, householdincome) values (133,1452,723562,1022180);"
133,708807,670201,339,1700,"insert into income (ownerid, houseid, familyincome, householdincome) values (339,1700,708807,670201);"
134,450090,602863,419,1777,"insert into income (ownerid, houseid, familyincome, householdincome) values (419,1777,450090,602863);"
135,489846,581105,918,1794,"insert into income (ownerid, houseid, familyincome, householdincome) values (918,1794,489846,581105);"
136,549697,1159221,389,971,"insert into income (ownerid, houseid, familyincome, householdincome) values (389,971,549697,1159221);"
137,958450,737739,282,2270,"insert into income (ownerid, houseid, familyincome, householdincome) values (282,2270,958450,737739);"
138,680989,893422,546,1003,"insert into income (ownerid, houseid, familyincome, householdincome) values (546,1003,680989,893422);"
139,825606,540917,805,1434,"insert into income (ownerid, houseid, familyincome, householdincome) values (805,1434,825606,540917);"
140,504311,1087558,705,815,"insert into income (ownerid, houseid, familyincome, householdincome) values (705,815,504311,1087558);"
141,871447,709030,450,1312,"insert into income (ownerid, houseid, familyincome, householdincome) values (450,1312,871447,709030);"
142,988173,990522,984,2196,"insert into income (ownerid, houseid, familyincome, householdincome) values (984,2196,988173,990522);"
143,910291,1188402,332,55,"insert into income (ownerid, houseid, familyincome, householdincome) values (332,55,910291,1188402);"
144,416582,560507,12,1531,"insert into income (ownerid, houseid, familyincome, householdincome) values (12,1531,416582,560507);"
145,919457,917986,355,1107,"insert into income (ownerid, houseid, familyincome, householdincome) values (355,1107,919457,917986);"
146,853538,813529,555,1851,"insert into income (ownerid, houseid, familyincome, householdincome) values (555,1851,853538,813529);"
147,483067,744354,51,76,"insert into income (ownerid, houseid, familyincome, householdincome) values (51,76,483067,744354);"
148,740061,1133129,720,1428,"insert into income (ownerid, houseid, familyincome, householdincome) values (720,1428,740061,1133129);"
149,920269,989446,447,2116,"insert into income (ownerid, houseid, familyincome, householdincome) values (447,2116,920269,989446);"
150,535962,725730,54,1620,"insert into income (ownerid, houseid, familyincome, householdincome) values (54,1620,535962,725730);"
151,950868,1063946,237,806,"insert into income (ownerid, houseid, familyincome, householdincome) values (237,806,950868,1063946);"
152,613824,517009,87,71,"insert into income (ownerid, houseid, familyincome, householdincome) values (87,71,613824,517009);"
153,852541,896144,226,1617,"insert into income (ownerid, houseid, familyincome, householdincome) values (226,1617,852541,896144);"
154,319283,1120642,716,1483,"insert into income (ownerid, houseid, familyincome, householdincome) values (716,1483,319283,1120642);"
155,742338,618197,63,1185,"insert into income (ownerid, houseid, familyincome, householdincome) values (63,1185,742338,618197);"
156,360774,941405,600,365,"insert into income (ownerid, houseid, familyincome, householdincome) values (600,365,360774,941405);"
157,747068,514211,122,1734,"insert into income (ownerid, houseid, familyincome, householdincome) values (122,1734,747068,514211);"
158,988024,544375,161,747,"insert into income (ownerid, houseid, familyincome, householdincome) values (161,747,988024,544375);"
159,548064,790678,489,2329,"insert into income (ownerid, houseid, familyincome, householdincome) values (489,2329,548064,790678);"
160,517747,1054628,414,1327,"insert into income (ownerid, houseid, familyincome, householdincome) values (414,1327,517747,1054628);"
161,471361,1006457,12,2163,"insert into income (ownerid, houseid, familyincome, householdincome) values (12,2163,471361,1006457);"
162,436784,970309,24,1838,"insert into income (ownerid, houseid, familyincome, householdincome) values (24,1838,436784,970309);"
163,660189,542022,428,999,"insert into income (ownerid, houseid, familyincome, householdincome) values (428,999,660189,542022);"
164,847454,1039563,865,64,"insert into income (ownerid, houseid, familyincome, householdincome) values (865,64,847454,1039563);"
165,784269,1025768,216,1944,"insert into income (ownerid, houseid, familyincome, householdincome) values (216,1944,784269,1025768);"
166,546045,611526,153,70,"insert into income (ownerid, houseid, familyincome, householdincome) values (153,70,546045,611526);"
167,894326,861090,807,1271,"insert into income (ownerid, houseid, familyincome, householdincome) values (807,1271,894326,861090);"
168,810337,607799,306,2274,"insert into income (ownerid, houseid, familyincome, householdincome) values (306,2274,810337,607799);"
169,682467,1069005,602,2265,"insert into income (ownerid, houseid, familyincome, householdincome) values (602,2265,682467,1069005);"
170,369601,711401,413,1811,"insert into income (ownerid, houseid, familyincome, householdincome) values (413,1811,369601,711401);"
171,575883,561108,592,157,"insert into income (ownerid, houseid, familyincome, householdincome) values (592,157,575883,561108);"
172,817169,579921,272,463,"insert into income (ownerid, houseid, familyincome, householdincome) values (272,463,817169,579921);"
173,459020,586427,585,1653,"insert into income (ownerid, houseid, familyincome, householdincome) values (585,1653,459020,586427);"
174,334197,668268,565,2440,"insert into income (ownerid, houseid, familyincome, householdincome) values (565,2440,334197,668268);"
175,376804,899113,868,2080,"insert into income (ownerid, houseid, familyincome, householdincome) values (868,2080,376804,899113);"
176,530622,1052395,795,517,"insert into income (ownerid, houseid, familyincome, householdincome) values (795,517,530622,1052395);"
177,368500,823666,962,697,"insert into income (ownerid, houseid, familyincome, householdincome) values (962,697,368500,823666);"
178,692723,955292,275,2426,"insert into income (ownerid, houseid, familyincome, householdincome) values (275,2426,692723,955292);"
179,442979,918213,969,1363,"insert into income (ownerid, houseid, familyincome, householdincome) values (969,1363,442979,918213);"
180,657290,754780,148,1545,"insert into income (ownerid, houseid, familyincome, householdincome) values (148,1545,657290,754780);"
181,440138,1113104,595,1325,"insert into income (ownerid, houseid, familyincome, householdincome) values (595,1325,440138,1113104);"
182,502729,654254,126,137,"insert into income (ownerid, houseid, familyincome, householdincome) values (126,137,502729,654254);"
183,531750,1055269,625,1886,"insert into income (ownerid, houseid, familyincome, householdincome) values (625,1886,531750,1055269);"
184,651552,699535,60,263,"insert into income (ownerid, houseid, familyincome, householdincome) values (60,263,651552,699535);"
185,429557,696484,616,1709,"insert into income (ownerid, houseid, familyincome, householdincome) values (616,1709,429557,696484);"
186,791224,538790,57,296,"insert into income (ownerid, houseid, familyincome, householdincome) values (57,296,791224,538790);"
187,622812,895027,599,2086,"insert into income (ownerid, houseid, familyincome, householdincome) values (599,2086,622812,895027);"
188,670406,708904,90,1952,"insert into income (ownerid, houseid, familyincome, householdincome) values (90,1952,670406,708904);"
189,740270,955627,426,2033,"insert into income (ownerid, houseid, familyincome, householdincome) values (426,2033,740270,955627);"
190,964100,675125,780,13,"insert into income (ownerid, houseid, familyincome, householdincome) values (780,13,964100,675125);"
191,728527,507706,777,2477,"insert into income (ownerid, houseid, familyincome, householdincome) values (777,2477,728527,507706);"
192,865938,707013,179,1617,"insert into income (ownerid, houseid, familyincome, householdincome) values (179,1617,865938,707013);"
193,665497,656921,565,1079,"insert into income (ownerid, houseid, familyincome, householdincome) values (565,1079,665497,656921);"
194,301300,976600,985,852,"insert into income (ownerid, houseid, familyincome, householdincome) values (985,852,301300,976600);"
195,697387,674444,192,2311,"insert into income (ownerid, houseid, familyincome, householdincome) values (192,2311,697387,674444);"
196,594620,626841,771,1626,"insert into income (ownerid, houseid, familyincome, householdincome) values (771,1626,594620,626841);"
197,827081,825237,850,2356,"insert into income (ownerid, houseid, familyincome, householdincome) values (850,2356,827081,825237);"
198,532408,1071109,271,865,"insert into income (ownerid, houseid, familyincome, householdincome) values (271,865,532408,1071109);"
199,742407,877432,156,689,"insert into income (ownerid, houseid, familyincome, householdincome) values (156,689,742407,877432);"
200,676719,1086295,853,1519,"insert into income (ownerid, houseid, familyincome, householdincome) values (853,1519,676719,1086295);"
201,812140,731455,278,1583,"insert into income (ownerid, houseid, familyincome, householdincome) values (278,1583,812140,731455);"
202,361016,1151463,26,1483,"insert into income (ownerid, houseid, familyincome, householdincome) values (26,1483,361016,1151463);"
203,636289,1085531,622,1523,"insert into income (ownerid, houseid, familyincome, householdincome) values (622,1523,636289,1085531);"
204,387789,1129815,59,2295,"insert into income (ownerid, houseid, familyincome, householdincome) values (59,2295,387789,1129815);"
205,362766,1169991,88,1028,"insert into income (ownerid, houseid, familyincome, householdincome) values (88,1028,362766,1169991);"
206,856304,721048,416,1432,"insert into income (ownerid, houseid, familyincome, householdincome) values (416,1432,856304,721048);"
207,302887,902459,378,362,"insert into income (ownerid, houseid, familyincome, householdincome) values (378,362,302887,902459);"
208,641392,1196314,570,383,"insert into income (ownerid, houseid, familyincome, householdincome) values (570,383,641392,1196314);"
209,618316,1044740,658,663,"insert into income (ownerid, houseid, familyincome, householdincome) values (658,663,618316,1044740);"
210,490066,643501,401,2166,"insert into income (ownerid, houseid, familyincome, householdincome) values (401,2166,490066,643501);"
211,670714,520701,465,1215,"insert into income (ownerid, houseid, familyincome, householdincome) values (465,1215,670714,520701);"
212,469910,1058605,240,2048,"insert into income (ownerid, houseid, familyincome, householdincome) values (240,2048,469910,1058605);"
213,745326,735206,226,2105,"insert into income (ownerid, houseid, familyincome, householdincome) values (226,2105,745326,735206);"
214,383313,686418,796,2143,"insert into income (ownerid, houseid, familyincome, householdincome) values (796,2143,383313,686418);"
215,494747,597753,307,812,"insert into income (ownerid, houseid, familyincome, householdincome) values (307,812,494747,597753);"
216,422436,518877,937,396,"insert into income (ownerid, houseid, familyincome, householdincome) values (937,396,422436,518877);"
217,938530,1030367,905,1493,"insert into income (ownerid, houseid, familyincome, householdincome) values (905,1493,938530,1030367);"
218,917245,1061912,107,548,"insert into income (ownerid, houseid, familyincome, householdincome) values (107,548,917245,1061912);"
219,946181,597330,396,1636,"insert into income (ownerid, houseid, familyincome, householdincome) values (396,1636,946181,597330);"
220,372398,590079,116,1249,"insert into income (ownerid, houseid, familyincome, householdincome) values (116,1249,372398,590079);"
221,956678,953414,877,1054,"insert into income (ownerid, houseid, familyincome, householdincome) values (877,1054,956678,953414);"
222,521968,597272,33,1300,"insert into income (ownerid, houseid, familyincome, householdincome) values (33,1300,521968,597272);"
223,361159,553800,964,1538,"insert into income (ownerid, houseid, familyincome, householdincome) values (964,1538,361159,553800);"
224,747096,520905,528,1199,"insert into income (ownerid, houseid, familyincome, householdincome) values (528,1199,747096,520905);"
225,844899,503904,469,930,"insert into income (ownerid, houseid, familyincome, householdincome) values (469,930,844899,503904);"
226,809455,1072918,480,1734,"insert into income (ownerid, houseid, familyincome, householdincome) values (480,1734,809455,1072918);"
227,459569,1052426,337,1037,"insert into income (ownerid, houseid, familyincome, householdincome) values (337,1037,459569,1052426);"
228,766412,1169650,158,845,"insert into income (ownerid, houseid, familyincome, householdincome) values (158,845,766412,1169650);"
229,465395,692099,858,144,"insert into income (ownerid, houseid, familyincome, householdincome) values (858,144,465395,692099);"
230,624358,583072,548,2440,"insert into income (ownerid, houseid, familyincome, householdincome) values (548,2440,624358,583072);"
231,915994,1142639,93,1919,"insert into income (ownerid, houseid, familyincome, householdincome) values (93,1919,915994,1142639);"
232,600914,656127,930,1488,"insert into income (ownerid, houseid, familyincome, householdincome) values (930,1488,600914,656127);"
233,315934,964986,745,2101,"insert into income (ownerid, houseid, familyincome, householdincome) values (745,2101,315934,964986);"
234,912529,1115643,628,45,"insert into income (ownerid, houseid, familyincome, householdincome) values (628,45,912529,1115643);"
235,559783,547016,450,615,"insert into income (ownerid, houseid, familyincome, householdincome) values (450,615,559783,547016);"
236,650913,1070454,673,2017,"insert into income (ownerid, houseid, familyincome, householdincome) values (673,2017,650913,1070454);"
237,498988,801898,53,1089,"insert into income (ownerid, houseid, familyincome, householdincome) values (53,1089,498988,801898);"
238,403862,1007084,425,1943,"insert into income (ownerid, houseid, familyincome, householdincome) values (425,1943,403862,1007084);"
239,313921,516142,686,1718,"insert into income (ownerid, houseid, familyincome, householdincome) values (686,1718,313921,516142);"
240,517392,539486,433,2454,"insert into income (ownerid, houseid, familyincome, householdincome) values (433,2454,517392,539486);"
241,345274,769601,597,532,"insert into income (ownerid, houseid, familyincome, householdincome) values (597,532,345274,769601);"
242,734104,835359,117,95,"insert into income (ownerid, houseid, familyincome, householdincome) values (117,95,734104,835359);"
243,828574,1064550,415,1073,"insert into income (ownerid, houseid, familyincome, householdincome) values (415,1073,828574,1064550);"
244,527121,1048150,598,2263,"insert into income (ownerid, houseid, familyincome, householdincome) values (598,2263,527121,1048150);"
245,992509,1125318,401,2119,"insert into income (ownerid, houseid, familyincome, householdincome) values (401,2119,992509,1125318);"
246,608736,1029324,315,195,"insert into income (ownerid, houseid, familyincome, householdincome) values (315,195,608736,1029324);"
247,577818,1181959,523,2168,"insert into income (ownerid, houseid, familyincome, householdincome) values (523,2168,577818,1181959);"
248,701647,1163032,71,766,"insert into income (ownerid, houseid, familyincome, householdincome) values (71,766,701647,1163032);"
249,962101,1050563,2,187,"insert into income (ownerid, houseid, familyincome, householdincome) values (2,187,962101,1050563);"
250,544879,1065302,894,2212,"insert into income (ownerid, houseid, familyincome, householdincome) values (894,2212,544879,1065302);"
251,352395,1126586,585,2479,"insert into income (ownerid, houseid, familyincome, householdincome) values (585,2479,352395,1126586);"
252,420393,890884,82,267,"insert into income (ownerid, houseid, familyincome, householdincome) values (82,267,420393,890884);"
253,769576,1085757,803,1546,"insert into income (ownerid, houseid, familyincome, householdincome) values (803,1546,769576,1085757);"
254,483375,992697,221,2021,"insert into income (ownerid, houseid, familyincome, householdincome) values (221,2021,483375,992697);"
255,590120,1169610,769,1340,"insert into income (ownerid, houseid, familyincome, householdincome) values (769,1340,590120,1169610);"
256,355266,530427,459,440,"insert into income (ownerid, houseid, familyincome, householdincome) values (459,440,355266,530427);"
257,824267,903985,56,1674,"insert into income (ownerid, houseid, familyincome, householdincome) values (56,1674,824267,903985);"
258,575621,583443,347,831,"insert into income (ownerid, houseid, familyincome, householdincome) values (347,831,575621,583443);"
259,385781,1085822,648,734,"insert into income (ownerid, houseid, familyincome, householdincome) values (648,734,385781,1085822);"
260,915802,617400,55,2409,"insert into income (ownerid, houseid, familyincome, householdincome) values (55,2409,915802,617400);"
261,670371,519775,495,804,"insert into income (ownerid, houseid, familyincome, householdincome) values (495,804,670371,519775);"
262,853418,673035,34,1498,"insert into income (ownerid, houseid, familyincome, householdincome) values (34,1498,853418,673035);"
